"HEADER","POST","ClientAccountID","CurrencyPrimary","AssetClass","Symbol","Description","Quantity","MarkPrice","PositionValue","CostBasisPrice","CostBasisMoney"
"HEADER","TRNT","ClientAccountID","CurrencyPrimary","AssetClass","Symbol","Description","TradeDate","Quantity","Proceeds","IBCommission","NetCash","CostBasis","FifoPnlRealized","OrigTradePrice","Buy/Sell"
"DATA","TRNT","U17419949","USD","OPT","DELL  251017C00125000","DELL 17OCT25 125 C","2025-09-04","-6","4116","-4.22064","4111.77936","-3364.2087","747.57066","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","DUOL  260618C00320000","DUOL 18JUN26 320 C","2025-09-12","2","-15110","0.6987","-15109.3013","15109.3013","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","DUOL  260618C00320000","DUOL 18JUN26 320 C","2025-09-18","-1","6108","-1.05344","6106.94656","-7554.65065","-1447.70409","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","DUOL  260618C00320000","DUOL 18JUN26 320 C","2025-09-18","-1","6102","-1.05344","6100.94656","-7554.65065","-1453.70409","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","FULC  260220P00012000","FULC 20FEB26 12 P","2025-12-16","1","-175","-1.0141","-176.0141","176.0141","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","FULC  260220P00012000","FULC 20FEB26 12 P","2025-12-26","-1","183","-1.01689","181.98311","-176.0141","5.96901","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","HYMC  260515P00013000","HYMC 15MAY26 13 P","2025-12-12","1","-336","-1.0141","-337.0141","337.0141","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","HYMC  260515P00013000","HYMC 15MAY26 13 P","2025-12-12","5","-1690","-2.9705","-1692.9705","1692.9705","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","HYMC  260515P00013000","HYMC 15MAY26 13 P","2025-12-12","3","-1014","-1.9923","-1015.9923","1015.9923","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","HYMC  260515P00013000","HYMC 15MAY26 13 P","2025-12-12","1","-336","-0.6641","-336.6641","336.6641","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","HYMC  260515P00013000","HYMC 15MAY26 13 P","2025-12-29","-5","575","-3.33445","571.66555","-1691.3905","-1119.72495","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","HYMC  260515P00013000","HYMC 15MAY26 13 P","2025-12-29","-5","575","-3.33445","571.66555","-1691.2505","-1119.58495","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","INDV  260220P00036000","INDV 20FEB26 36 P","2025-12-12","3","-930","-1.9923","-931.9923","931.9923","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","INDV  260220P00036000","INDV 20FEB26 36 P","2025-12-12","4","-1240","-2.6564","-1242.6564","1242.6564","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","INDV  260220P00036000","INDV 20FEB26 36 P","2025-12-12","1","-310","-0.6641","-310.6641","310.6641","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","INDV  260220P00036000","INDV 20FEB26 36 P","2025-12-19","-4","1276","-2.66756","1273.33244","-1242.6564","30.67604","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","INDV  260220P00036000","INDV 20FEB26 36 P","2025-12-19","-4","1276","-2.66756","1273.33244","-1242.6564","30.67604","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","11","-8063","-7.6549","-8070.6549","8070.6549","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","5","-3650","-3.4795","-3653.4795","3653.4795","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","5","-3650","-3.4795","-3653.4795","3653.4795","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","8","-5864","-5.5672","-5869.5672","5869.5672","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","17","-12393","-11.8303","-12404.8303","12404.8303","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","5","-3660","-3.4795","-3663.4795","3663.4795","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","4","-2932","-2.7836","-2934.7836","2934.7836","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","5","-3655","-3.4795","-3658.4795","3658.4795","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","5","-3655","-3.4795","-3658.4795","3658.4795","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-11-14","5","-3660","-3.4795","-3663.4795","3663.4795","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IONQ  260116C00046000","IONQ 16JAN26 46 C","2025-12-05","-70","0","0","0","-51230.713","0","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","IRMD  260417P00094500","IRMD 17APR26 94.5 P","2025-12-29","-2","976","-1.33378","974.66622","-1221.3282","-246.66198","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","IRMD  260417P00094500","IRMD 17APR26 94.5 P","2025-12-29","-3","1464","-2.00067","1461.99933","-1831.9923","-369.99297","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","IRMD  260417P00095000","IRMD 17APR26 95 P","2025-12-12","5","-3050","-3.3205","-3053.3205","3053.3205","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IWM   260116C00236000","IWM 16JAN26 236 C","2025-11-17","55","-50710","-38.2745","-50748.2745","50748.2745","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","IWM   260116C00236000","IWM 16JAN26 236 C","2025-12-05","-22","38962","-14.67158","38947.32842","-20299.3098","18648.01862","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","IWM   260116C00236000","IWM 16JAN26 236 C","2025-12-05","-17","30107","-11.33713","30095.66287","-15685.8303","14409.83257","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","IWM   260116C00236000","IWM 16JAN26 236 C","2025-12-05","-16","28336","-10.67024","28325.32976","-14763.1344","13562.19536","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","JHX   260320C00020000","JHX 20MAR26 20 C","2025-08-21","25","-6825","-17.53625","-6842.53625","6842.53625","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","JHX   260320C00020000","JHX 20MAR26 20 C","2025-08-21","20","-5460","-14.029","-5474.029","5474.029","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","JHX   260320C00020000","JHX 20MAR26 20 C","2025-08-21","5","-1365","-3.50725","-1368.50725","1368.50725","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","JHX   260320C00020000","JHX 20MAR26 20 C","2025-08-22","5","-1645","-3.50725","-1648.50725","1648.50725","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","JHX   260320C00020000","JHX 20MAR26 20 C","2025-08-22","5","-1645","-3.50725","-1648.50725","1648.50725","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","JHX   260320C00020000","JHX 20MAR26 20 C","2025-08-22","10","-3290","-7.0145","-3297.0145","3297.0145","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","JHX   260320C00020000","JHX 20MAR26 20 C","2025-08-22","10","-3290","-7.0145","-3297.0145","3297.0145","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","JHX   260320C00020000","JHX 20MAR26 20 C","2025-09-11","-80","22240","-56.2752","22183.7248","-23576.116","-1392.3912","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","KMI   270115C00030000","KMI 15JAN27 30 C","2025-10-17","1","-167","-1.0459","-168.0459","168.0459","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","KMI   270115C00030000","KMI 15JAN27 30 C","2025-10-17","39","-6474","-26.7901","-6500.7901","6500.7901","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","KMI   270115C00030000","KMI 15JAN27 30 C","2025-10-17","14","-2338","-9.7426","-2347.7426","2347.7426","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","KMI   270115C00030000","KMI 15JAN27 30 C","2025-10-17","4","-668","-2.7836","-670.7836","670.7836","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","KMI   270115C00030000","KMI 15JAN27 30 C","2025-10-17","12","-2004","-8.3508","-2012.3508","2012.3508","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","KMI   270115C00030000","KMI 15JAN27 30 C","2025-10-27","-1","116","-1.04869","114.95131","-168.0459","-53.09459","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","KMI   270115C00030000","KMI 15JAN27 30 C","2025-10-27","-69","8004","-48.20961","7955.79039","-11531.6671","-3575.87671","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","KR    250718P00067500","KR 18JUL25 67.5 P","2025-04-14","4","-1072","-2.839","-1074.839","1074.839","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","KR    250718P00067500","KR 18JUL25 67.5 P","2025-05-16","-1","248","-0.71074","247.28926","-268.70975","-21.42049","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","KR    250718P00067500","KR 18JUL25 67.5 P","2025-05-20","-1","181","-1.06074","179.93926","-268.70975","-88.77049","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","KR    250718P00067500","KR 18JUL25 67.5 P","2025-05-23","-1","213","-1.06074","211.93926","-268.70975","-56.77049","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","KR    250718P00067500","KR 18JUL25 67.5 P","2025-06-05","-1","305","-0.81074","304.18926","-268.70975","35.47951","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","LITE  260320P00340000","LITE 20MAR26 340 P","2025-12-12","1","-6316","-1.0141","-6317.0141","6317.0141","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","LITE  260320P00340000","LITE 20MAR26 340 P","2025-12-29","-1","4123","-1.01689","4121.98311","-6317.0141","-2195.03099","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","LLY   260116C00740000","LLY 16JAN26 740 C","2025-08-27","1","-6224","-1.05145","-6225.05145","6225.05145","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","LLY   260116C00740000","LLY 16JAN26 740 C","2025-08-27","1","-6224","-0.35145","-6224.35145","6224.35145","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","LLY   260116C00740000","LLY 16JAN26 740 C","2025-09-17","-1","7581","-1.05344","7579.94656","-6225.05145","1354.89511","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","LLY   260116C00740000","LLY 16JAN26 740 C","2025-09-17","-1","7581","-0.35344","7580.64656","-6224.35145","1356.29511","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","META  250718C00730000","META 18JUL25 730 C","2025-07-03","2","-3050","-0.8473","-3050.8473","3050.8473","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","META  250718C00730000","META 18JUL25 730 C","2025-07-08","-1","794","-1.05644","792.94356","-1525.42365","-732.48009","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","META  250718C00730000","META 18JUL25 730 C","2025-07-08","-1","794","-0.35644","793.64356","-1525.42365","-731.78009","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","MP    270115C00085000","MP 15JAN27 85 C","2025-10-17","1","-2947","-1.0459","-2948.0459","2948.0459","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","MP    270115C00085000","MP 15JAN27 85 C","2025-10-17","5","-14680","-3.4795","-14683.4795","14683.4795","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","MP    270115C00085000","MP 15JAN27 85 C","2025-10-17","5","-14680","-3.4795","-14683.4795","14683.4795","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","MP    270115C00085000","MP 15JAN27 85 C","2025-10-27","-11","18898","-7.68559","18890.31441","-32315.0049","-13424.69049","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","MRVL  251017C00065000","MRVL 17OCT25 65 C","2025-08-29","20","-9180","-14.029","-9194.029","9194.029","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","MRVL  251017C00065000","MRVL 17OCT25 65 C","2025-09-11","-20","9640","-14.0688","9625.9312","-9194.029","431.9022","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","MSGE  260417P00050000","MSGE 17APR26 50 P","2025-12-12","12","-2916","-7.9692","-2923.9692","2923.9692","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","MSGE  260417P00050000","MSGE 17APR26 50 P","2025-12-19","-6","1782","-4.00134","1777.99866","-1461.9846","316.01406","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","MSGE  260417P00050000","MSGE 17APR26 50 P","2025-12-19","-6","1782","-4.00134","1777.99866","-1461.9846","316.01406","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NKE   250417C00055000","NKE 17APR25 55 C","2025-04-14","1","-184","-0.77725","-184.77725","184.77725","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NKE   250417C00055000","NKE 17APR25 55 C","2025-04-15","-1","106","-0.7129868","105.2870132","-184.77725","-79.490237","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NOK   250417P00004500","NOK 17APR25 4.5 P","2025-04-14","1","-1","-1.05975","-2.05975","2.05975","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NOK   250417P00004500","NOK 17APR25 4.5 P","2025-04-15","-1","1","-0.8100678","0.1899322","-2.05975","-1.869818","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NU    260116C00015000","NU 16JAN26 15 C","2025-08-27","32","-4064","-22.4464","-4086.4464","4086.4464","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NU    260116C00015000","NU 16JAN26 15 C","2025-08-27","46","-5842","-32.2667","-5874.2667","5874.2667","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NU    260116C00015000","NU 16JAN26 15 C","2025-08-27","2","-254","-0.7829","-254.7829","254.7829","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NU    260116C00015000","NU 16JAN26 15 C","2025-09-18","-6","1236","-4.22064","1231.77936","-766.2087","465.57066","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NU    260116C00015000","NU 16JAN26 15 C","2025-09-18","-21","4326","-14.77224","4311.22776","-2681.73045","1629.49731","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NU    260116C00015000","NU 16JAN26 15 C","2025-09-18","-32","6592","-22.51008","6569.48992","-4086.4464","2483.04352","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NU    260116C00015000","NU 16JAN26 15 C","2025-09-18","-21","4326","-14.77224","4311.22776","-2681.11045","1630.11731","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-08-20","4","-3408","-2.8058","-3410.8058","3410.8058","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-08-20","2","-1704","-1.4029","-1705.4029","1705.4029","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-08-20","2","-1704","-1.4029","-1705.4029","1705.4029","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-08-20","2","-1704","-1.4029","-1705.4029","1705.4029","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-08-21","1","-906","-1.05145","-907.05145","907.05145","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-08-21","19","-17195","-5.34755","-17200.34755","17200.34755","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-08-21","10","-9080","-4.5145","-9084.5145","9084.5145","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-09-11","-1","457","-1.05344","455.94656","-852.70145","-396.75489","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-09-11","-1","459","-1.05344","457.94656","-852.70145","-394.75489","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-09-11","-8","3672","-5.27752","3666.72248","-6821.6116","-3154.88912","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-09-11","-8","3672","-5.62752","3666.37248","-7244.0216","-3577.64912","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-09-11","-15","6885","-10.5516","6874.4484","-13588.73175","-6714.28335","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  250919C00175000","NVDA 19SEP25 175 C","2025-09-11","-7","3213","-4.92408","3208.07592","-6359.16015","-3151.08423","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  251219C00186000","NVDA 19DEC25 186 C","2025-11-13","40","-47680","-27.836","-47707.836","47707.836","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVDA  251219C00186000","NVDA 19DEC25 186 C","2025-11-28","-1","357","-1.04869","355.95131","-1192.6959","-836.74459","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  251219C00186000","NVDA 19DEC25 186 C","2025-11-28","-12","4284","-8.03428","4275.96572","-14312.3508","-10036.38508","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  251219C00186000","NVDA 19DEC25 186 C","2025-11-28","-11","3927","-7.68559","3919.31441","-13119.6549","-9200.34049","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVDA  251219C00186000","NVDA 19DEC25 186 C","2025-11-28","-16","5712","-11.17904","5700.82096","-19083.1344","-13382.31344","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVO   260116C00057500","NVO 16JAN26 57.5 C","2025-08-27","12","-7608","-8.4174","-7616.4174","7616.4174","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVO   260116C00057500","NVO 16JAN26 57.5 C","2025-08-27","3","-1902","-2.10435","-1904.10435","1904.10435","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","NVO   260116C00057500","NVO 16JAN26 57.5 C","2025-09-11","-7","3276","-4.92408","3271.07592","-4442.91015","-1171.83423","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","NVO   260116C00057500","NVO 16JAN26 57.5 C","2025-09-11","-8","3744","-5.62752","3738.37248","-5077.6116","-1339.23912","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-04","4","-5144","-2.8026","-5146.8026","5146.8026","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-04","4","-5144","-2.8026","-5146.8026","5146.8026","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-04","2","-2572","-1.4013","-2573.4013","2573.4013","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-18","-1","4036","-1.05344","4034.94656","-1286.70065","2748.24591","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-18","-1","4036","-1.05344","4034.94656","-1286.70065","2748.24591","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-18","-2","8060","-1.40688","8058.59312","-2573.4013","5485.19182","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-18","-1","4032","-0.70344","4031.29656","-1286.70065","2744.59591","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-18","-2","8060","-1.40688","8058.59312","-2573.4013","5485.19182","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-18","-1","4032","-0.70344","4031.29656","-1286.70065","2744.59591","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OKLO  260116C00075000","OKLO 16JAN26 75 C","2025-09-18","-2","8060","-1.40688","8058.59312","-2573.4013","5485.19182","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OPEN  260220C00008000","OPEN 20FEB26 8 C","2025-09-08","50","-12500","-35.0325","-12535.0325","12535.0325","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","OPEN  260220C00008000","OPEN 20FEB26 8 C","2025-09-18","-25","11300","-17.586","11282.414","-6267.51625","5014.89775","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OPEN  260220C00008000","OPEN 20FEB26 8 C","2025-09-18","-25","11300","-17.586","11282.414","-6267.51625","5014.89775","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OSCR  270115C00020000","OSCR 15JAN27 20 C","2025-09-12","7","-4970","2.09545","-4967.90455","4967.90455","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","OSCR  270115C00020000","OSCR 15JAN27 20 C","2025-09-12","8","-5680","2.3948","-5677.6052","5677.6052","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","OSCR  270115C00020000","OSCR 15JAN27 20 C","2025-09-17","-1","550","-1.05344","548.94656","-709.70065","-160.75409","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OSCR  270115C00020000","OSCR 15JAN27 20 C","2025-09-17","-1","550","-1.05344","548.94656","-709.70065","-160.75409","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","OSCR  270115C00020000","OSCR 15JAN27 20 C","2025-09-17","-13","7150","4.85528","7154.85528","-9226.10845","-2071.25317","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","PLTR  250919C00155000","PLTR 19SEP25 155 C","2025-08-21","5","-5140","-3.50725","-5143.50725","5143.50725","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","PLTR  250919C00155000","PLTR 19SEP25 155 C","2025-08-21","5","-5140","-3.50725","-5143.50725","5143.50725","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","PLTR  250919C00155000","PLTR 19SEP25 155 C","2025-09-11","-1","1240","-1.05344","1238.94656","-1028.70145","210.24511","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","PLTR  250919C00155000","PLTR 19SEP25 155 C","2025-09-11","-4","4884","-2.81376","4881.18624","-4114.8058","766.38044","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","PLTR  250919C00155000","PLTR 19SEP25 155 C","2025-09-11","-5","6105","-3.5172","6101.4828","-5143.50725","957.97555","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00589780","QQQ 16JAN26 589.78 C","2025-11-20","20","-51160","-13.918","-51173.918","51173.918","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00589780","QQQ 16JAN26 589.78 C","2025-12-04","-10","40670","-6.6939","40663.3061","-25586.959","15076.3471","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00589780","QQQ 16JAN26 589.78 C","2025-12-04","-10","40670","-6.6939","40663.3061","-25586.959","15076.3471","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00594780","QQQ 16JAN26 594.78 C","2025-11-18","10","-26140","-6.959","-26146.959","26146.959","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00594780","QQQ 16JAN26 594.78 C","2025-11-18","10","-26140","-6.959","-26146.959","26146.959","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00594780","QQQ 16JAN26 594.78 C","2025-12-04","-10","36620","-6.6689","36613.3311","-26146.959","10466.3721","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00594780","QQQ 16JAN26 594.78 C","2025-12-04","-10","36620","-6.6689","36613.3311","-26146.959","10466.3721","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00599780","QQQ 16JAN26 599.78 C","2025-11-14","6","-15156","-4.1754","-15160.1754","15160.1754","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00599780","QQQ 16JAN26 599.78 C","2025-11-14","6","-15156","-4.1754","-15160.1754","15160.1754","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00599780","QQQ 16JAN26 599.78 C","2025-11-14","8","-20208","-5.5672","-20213.5672","20213.5672","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00599780","QQQ 16JAN26 599.78 C","2025-11-21","-20","34440","-13.9738","34426.0262","-50533.918","-16107.8918","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00604780","QQQ 16JAN26 604.78 C","2025-11-07","10","-25240","-6.959","-25246.959","25246.959","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00604780","QQQ 16JAN26 604.78 C","2025-11-07","3","-7611","-2.0877","-7613.0877","7613.0877","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00604780","QQQ 16JAN26 604.78 C","2025-11-07","4","-10148","-2.7836","-10150.7836","10150.7836","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00604780","QQQ 16JAN26 604.78 C","2025-11-07","3","-7611","-2.0877","-7613.0877","7613.0877","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","QQQ   260116C00604780","QQQ 16JAN26 604.78 C","2025-11-20","-20","30820","-13.9738","30806.0262","-50623.918","-19817.8918","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","RUT   260116C02410000","RUT 16JAN26 2410 C","2025-11-07","5","-51200","-4.392","-51204.392","51204.392","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","RUT   260116C02410000","RUT 16JAN26 2410 C","2025-11-13","2","-19678","-1.7568","-19679.7568","19679.7568","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","RUT   260116C02410000","RUT 16JAN26 2410 C","2025-11-13","3","-29517","-2.6352","-29519.6352","29519.6352","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","RUT   260116C02410000","RUT 16JAN26 2410 C","2025-11-17","-1","7460","-1.1959","7458.8041","-10240.8784","-2782.0743","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","RUT   260116C02410000","RUT 16JAN26 2410 C","2025-11-17","-4","29888","-3.5136","29884.4864","-40963.5136","-11079.0272","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","RUT   260116C02410000","RUT 16JAN26 2410 C","2025-11-17","-5","37360","-4.392","37355.608","-49199.392","-11843.784","0","SELL"
"DATA","TRNT","U17419949","USD","OPT","SEPN  260417P00025000","SEPN 17APR26 25 P","2025-12-12","5","-1845","-3.3205","-1848.3205","1848.3205","0","0","BUY"
"DATA","TRNT","U17419949","USD","OPT","SEPN  260417P00025000","SEPN 17APR26 25 P","2025-12-12","5","-1845","-3.3205","-1848.3205","1848.3205","0","0","BUY"
